Index, Date, Time, Latitude, Longitude, Altitude, Speed, Course, Distance, Type, Timeout, MSVs_QCN, Weight Criteria, SleepTime, EHPE, Satelite ID
0011, 2009/09/08, 09:54:44, 51.496185, -0.701661, 35.110001, 72, 314, 0.428667, 00(00000000), 1, 98, 45, 0, 128,  -----XX- --X----X -X--X--X --------
0012, 2009/09/08, 09:54:45, 51.496185, -0.701664, 34.139999, 72, 35, 0.189806, 00(00000000), 1, 98, 45, 0, 128,  -----XX- --X----X -X--X--X --------
0013, 2009/09/08, 09:54:46, 51.496185, -0.701663, 33.509998, 72, 69, 0.049514, 00(00000000), 1, 98, 45, 0, 128,  -----XX- --X----X -X--X--X --------
0014, 2009/09/08, 09:54:47, 51.496185, -0.701663, 32.389999, 180, 48, 0.008252, 00(00000000), 1, 98, 45, 0, 128,  -----XX- --X----X -X--X--X --------
0015, 2009/09/08, 09:54:48, 51.496185, -0.701668, 32.200001, 36, 305, 0.313592, 00(00000000), 1, 98, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0016, 2009/09/08, 09:54:49, 51.496181, -0.701666, 31.699999, 36, 105, 0.446773, 00(00000000), 1, 98, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0017, 2009/09/08, 09:54:50, 51.496181, -0.701663, 31.820000, 36, 117, 0.173301, 00(00000000), 1, 98, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0018, 2009/09/08, 09:54:51, 51.496181, -0.701664, 32.139999, 72, 50, 0.082524, 00(00000000), 1, 98, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0019, 2009/09/08, 09:54:52, 51.496181, -0.701663, 32.270000, 216, 52, 0.066019, 00(00000000), 1, 98, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0020, 2009/09/08, 09:54:53, 51.496178, -0.701662, 32.660000, 252, 56, 0.435581, 00(00000000), 1, 98, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0021, 2009/09/08, 09:54:54, 51.496178, -0.701661, 32.950001, 180, 73, 0.103155, 00(00000000), 1, 98, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0022, 2009/09/08, 09:54:55, 51.496174, -0.701659, 33.540001, 72, 153, 0.438561, 00(00000000), 1, 98, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0023, 2009/09/08, 09:54:56, 51.496174, -0.701657, 34.049999, 108, 163, 0.132039, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0024, 2009/09/08, 09:54:57, 51.496170, -0.701655, 34.520000, 72, 134, 0.439628, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0025, 2009/09/08, 09:54:58, 51.496170, -0.701654, 34.989998, 252, 198, 0.090777, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0026, 2009/09/08, 09:54:59, 51.496166, -0.701653, 35.439999, 288, 193, 0.428667, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0027, 2009/09/08, 09:55:00, 51.496166, -0.701652, 35.829998, 72, 115, 0.099029, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0028, 2009/09/08, 09:55:01, 51.496166, -0.701651, 36.209999, 144, 186, 0.082524, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0029, 2009/09/08, 09:55:02, 51.496166, -0.701649, 36.520000, 72, 137, 0.074272, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0030, 2009/09/08, 09:55:03, 51.496166, -0.701648, 36.759998, 108, 66, 0.082524, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0031, 2009/09/08, 09:55:04, 51.496162, -0.701647, 37.000000, 108, 91, 0.432935, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0032, 2009/09/08, 09:55:05, 51.496162, -0.701646, 37.219997, 72, 118, 0.066019, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0033, 2009/09/08, 09:55:06, 51.496162, -0.701645, 37.399998, 72, 99, 0.057767, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0034, 2009/09/08, 09:55:07, 51.496162, -0.701644, 37.599998, 180, 190, 0.053641, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0035, 2009/09/08, 09:55:08, 51.496162, -0.701643, 37.719997, 72, 98, 0.070146, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0036, 2009/09/08, 09:55:09, 51.496162, -0.701643, 37.829998, 108, 162, 0.053641, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0037, 2009/09/08, 09:55:10, 51.496162, -0.701641, 37.889999, 180, 56, 0.078398, 00(00000000), 1, AA, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0038, 2009/09/08, 09:55:11, 51.496162, -0.701641, 37.969997, 108, 183, 0.053641, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0039, 2009/09/08, 09:55:12, 51.496162, -0.701640, 38.029999, 72, 80, 0.049515, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0040, 2009/09/08, 09:55:13, 51.496162, -0.701639, 38.049999, 180, 65, 0.053641, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0041, 2009/09/08, 09:55:14, 51.496162, -0.701638, 38.090000, 108, 56, 0.057767, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0042, 2009/09/08, 09:55:15, 51.496162, -0.701638, 38.180000, 216, 183, 0.028883, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0043, 2009/09/08, 09:55:16, 51.496162, -0.701638, 38.259998, 360, 195, 0.004126, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0044, 2009/09/08, 09:55:17, 51.496162, -0.701638, 38.250000, 216, 38, 0.028883, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0045, 2009/09/08, 09:55:18, 51.496162, -0.701637, 38.250000, 108, 46, 0.033010, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0046, 2009/09/08, 09:55:19, 51.496166, -0.701636, 38.239998, 180, 56, 0.425797, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0047, 2009/09/08, 09:55:20, 51.496166, -0.701636, 38.169998, 216, 45, 0.041262, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0048, 2009/09/08, 09:55:21, 51.496166, -0.701636, 38.149998, 144, 213, 0.008252, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0049, 2009/09/08, 09:55:22, 51.496166, -0.701636, 38.079998, 252, 34, 0.000000, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0050, 2009/09/08, 09:55:23, 51.496166, -0.701636, 38.020000, 108, 42, 0.008252, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0051, 2009/09/08, 09:55:24, 51.496166, -0.701636, 37.899998, 360, 39, 0.020631, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0052, 2009/09/08, 09:55:25, 51.496166, -0.701635, 37.860001, 108, 168, 0.008252, 00(00000000), 1, A8, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0053, 2009/09/08, 09:55:26, 51.496166, -0.701635, 37.719997, 180, 28, 0.000000, 00(00000000), 1, A8, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0054, 2009/09/08, 09:55:27, 51.496162, -0.701639, 37.950001, 576, 328, 0.497493, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0055, 2009/09/08, 09:55:28, 51.496166, -0.701640, 37.739998, 648, 238, 0.428667, 00(00000000), 1, 98, 45, 0, 112,  -----XX- --X----- -X--X--X --------
0056, 2009/09/08, 09:55:29, 51.496170, -0.701637, 37.329998, 504, 226, 0.464705, 00(00000000), 1, A7, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0057, 2009/09/08, 09:55:30, 51.496170, -0.701635, 36.889999, 0, 225, 0.144417, 00(00000000), 1, A7, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0058, 2009/09/08, 09:55:31, 51.496170, -0.701635, 36.829998, 144, 79, 0.008252, 00(00000000), 1, A7, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0059, 2009/09/08, 09:55:32, 51.496170, -0.701634, 36.639999, 72, 46, 0.086650, 00(00000000), 1, A7, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0060, 2009/09/08, 09:55:33, 51.496170, -0.701633, 36.599998, 360, 107, 0.070146, 00(00000000), 1, A7, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0061, 2009/09/08, 09:55:34, 51.496170, -0.701634, 36.730000, 216, 18, 0.053641, 00(00000000), 1, A6, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0062, 2009/09/08, 09:55:35, 51.496170, -0.701635, 36.719997, 144, 303, 0.090777, 00(00000000), 1, A6, 45, 0, 112,  -----XX- --X----X -X--X--X --------
0063, 2009/09/08, 09:55:36, 51.496170, -0.701636, 36.730000, 72, 34, 0.070146, 00(00000000), 1, A6, 45, 0, 112,  -----XX- --X----X -X--X--X --------
Index, Date, Time, Latitude, Longitude, Altitude, Speed, Course, Distance, Type, Timeout, MSVs_QCN, Weight Criteria, SleepTime, EHPE, Satelite ID
0001, 2009/09/08, 10:00:45, 51.496197, -0.701785, 35.809998, 720, 354, 0.000000, -2(000000C2), 4, 77, 3C, 20, 384,  -----XX- --X----X -X--X--X --------
0002, 2009/09/08, 10:00:46, 51.496189, -0.701781, 29.889999, 72, 26, 0.900237, 00(00000000), 1, 77, 45, 0, 288,  -----XX- --X----X -X--X--X --------
0003, 2009/09/08, 10:00:47, 51.496189, -0.701764, 29.559999, 72, 85, 1.200726, 00(00000000), 1, 77, 45, 0, 256,  -----XX- --X----X -X--X--X --------
0004, 2009/09/08, 10:00:48, 51.496189, -0.701767, 32.149998, 72, 24, 0.222815, 00(00000000), 1, 88, 45, 0, 224,  -----XX- --X----X -X--X--X --------
0005, 2009/09/08, 10:00:49, 51.496189, -0.701760, 33.459999, 36, 49, 0.462135, 00(00000000), 1, 88, 45, 0, 208,  -----XX- --X----X -X--X--X --------
0006, 2009/09/08, 10:00:50, 51.496189, -0.701753, 32.369999, 72, 63, 0.515776, 00(00000000), 1, 98, 45, 0, 208,  -----XX- --X----X -X--X--X --------
0007, 2009/09/08, 10:00:51, 51.496189, -0.701756, 33.469997, 72, 43, 0.222815, 00(00000000), 1, 98, 45, 0, 192,  -----XX- --X----X -X--X--X --------
0008, 2009/09/08, 10:00:52, 51.496193, -0.701753, 33.700001, 72, 57, 0.479136, 00(00000000), 1, 98, 45, 0, 192,  -----XX- --X----X -X--X--X --------
0009, 2009/09/08, 10:00:53, 51.496193, -0.701756, 33.139999, 72, 14, 0.214563, 00(00000000), 1, 98, 45, 0, 176,  -----XX- --X----X -X--X--X --------
0010, 2009/09/08, 10:00:54, 51.496193, -0.701755, 32.500000, 72, 37, 0.033010, 00(00000000), 1, A9, 45, 0, 176,  -----XX- --X----X -X--X--X --------
0011, 2009/09/08, 10:00:55, 51.496193, -0.701753, 32.079998, 36, 83, 0.165048, 00(00000000), 1, A9, 45, 0, 176,  -----XX- --X----X -X--X--X --------
0012, 2009/09/08, 10:00:56, 51.496193, -0.701751, 31.709999, 36, 65, 0.165048, 00(00000000), 1, A9, 45, 0, 160,  -----XX- --X----X -X--X--X --------
0013, 2009/09/08, 10:00:57, 51.496193, -0.701749, 31.469999, 72, 69, 0.111408, 00(00000000), 1, A9, 45, 0, 160,  -----XX- --X----X -X--X--X --------
0014, 2009/09/08, 10:00:58, 51.496193, -0.701747, 31.289999, 72, 60, 0.111408, 00(00000000), 1, A9, 45, 0, 160,  -----XX- --X----X -X--X--X --------
0015, 2009/09/08, 10:00:59, 51.496193, -0.701746, 31.049999, 72, 59, 0.111408, 00(00000000), 1, A9, 45, 0, 160,  -----XX- --X----X -X--X--X --------
0016, 2009/09/08, 10:01:00, 51.496193, -0.701744, 30.840000, 108, 73, 0.132039, 00(00000000), 1, A9, 45, 0, 160,  -----XX- --X----X -X--X--X --------
0017, 2009/09/08, 10:01:01, 51.496193, -0.701742, 30.639999, 36, 46, 0.132039, 00(00000000), 1, A8, 45, 0, 160,  -----XX- --X----X -X--X--X --------
0018, 2009/09/08, 10:01:02, 51.496197, -0.701731, 30.330000, 1044, 340, 0.866080, 00(00000000), 1, A9, 45, 0, 144,  -----XX- --X----X -X--X--X --------
0019, 2009/09/08, 10:01:03, 51.496201, -0.701724, 29.879999, 216, 218, 0.664612, 00(00000000), 1, A9, 45, 0, 128,  -----XX- --X----X -X--X--X --------
0020, 2009/09/08, 10:01:04, 51.496201, -0.701713, 29.000000, 36, 155, 0.713834, 00(00000000), 1, A9, 45, 0, 128,  -----XX- --X----X -X--X--X --------
0021, 2009/09/08, 10:01:05, 51.496201, -0.701707, 28.930000, 144, 59, 0.420873, 00(00000000), 1, A8, 45, 0, 128,  -----XX- --X----X -X--X--X --------
0022, 2009/09/08, 10:01:07, 51.496201, -0.701695, 29.019999, 108, 76, 0.825241, 00(00000000), 1, A9, 45, 0, 112,  -----XX- --X----X -X--X--X --------
